,Refcode,ΔE,P1/P2,O…O,O-H-O,O_H1-O_H3,O_H1-O_H4,O_H2-O_H3,O_H2-O_H4,min H…O,min H…H,H1…H4,H-O-H-H3,H-O-H-O,H-O-H-H4,O-H1-H3,O-H1-H4,H1-O-H2,H3-O-H4,R(H1O),r(H1O),R(H1H3),r(H1H3),R(H1H4),r(H1H4)
5613,BABFUH,-3.68,80.796,2.729,168.887,83.325,48.429,97.288,51.862,1.748,2.215,2.42,107.339,141.247,6.736,145.721,168.877,99.078,99.118,0.33691757795017,1.7152231766357,1.2475394550137,1.8302650923252,0.46685639844387,2.3745410300165
5614,EBAWEK,-3.16,26.753,2.729,158.114,47.61,57.405,158.464,61.709,1.782,2.39,2.488,117.466,44.415,0.995,166.453,151.598,110.955,100.244,0.66426020585094,1.6535665631969,0.55984059047925,2.3235056516505,1.1834294267988,2.1885243411456
5615,EXOVOC,-2.26,50.117,2.729,147.008,71.32,49.319,45.42,113.458,1.842,2.281,2.319,77.026,122.469,170.675,144.781,160.972,107.772,106.645,1.0030093935945,1.5449712477458,1.3154601360155,1.86347139247,0.75606399462417,2.192288356041
5616,GIMHIU,-3.48,13.578,2.729,154.408,63.035,41.473,165.982,68.49,1.8,2.434,2.478,156.167,113.006,61.448,148.419,162.818,109.728,102.526,0.77752768502777,1.6234071266985,1.2746941579117,2.0735261762963,0.73202084039982,2.3674098692918
5617,HEBHUR,-4.52,78.091,2.729,172.845,66.2,59.885,131.005,109.514,1.741,2.37,2.423,139.363,173.996,117.399,153.876,156.688,102.963,104.831,0.21684849645804,1.7274425401685,1.0435472519002,2.127888421194,0.95887281744723,2.2251948049465
5618,HUDHOE01,-4.5,70.106,2.729,177.348,84.482,64.257,141.52,110.368,1.737,2.106,2.359,146.326,166.795,108.518,150.362,156.677,108.774,107.922,0.080370306060051,1.7351396525651,1.0414558110164,1.8304660045191,0.93396150035128,2.1662402719601
5619,JETROS,-4.31,70.182,2.729,167.971,66.492,54.403,90.757,140.951,1.75,2.315,2.381,59.711,11.727,113.162,155.546,164.113,109.494,109.059,0.36471181102085,1.7115739232945,0.95832329249467,2.1073304124086,0.65177731971734,2.2900540005646
5620,MUCCIY,-4.63,86.608,2.729,172.609,72.829,48.71,104.074,136.546,1.741,2.331,2.485,102.354,116.922,152.017,150.047,163.454,110.642,103.426,0.22396193296999,1.7265346948672,1.1638436545788,2.0196606021054,0.70769083162484,2.3820996383095
5621,NELPUR,-3.11,30.742,2.729,164.163,64.722,37.289,52.353,137.105,1.761,2.329,2.618,0.496,66.448,112.317,155.397,161.574,108.185,101.974,0.48057965330958,1.6941558950772,0.96962884169277,2.1175601312259,0.82749636847456,2.4837821482895
5622,PAVPUA,-1.16,45.025,2.729,172.776,107.146,40.525,6.718,115.492,1.741,1.822,2.601,13.894,47.257,92.705,141.915,162.56,109.561,109.442,0.21892865834689,1.7271801418944,1.1238639591707,1.4340898860522,0.77953765925752,2.4814354792739
5623,SIKFIE,-3.52,37.571,2.729,145.611,92.869,23.58,144.76,77.304,1.851,2.319,2.526,176.684,155.457,148.49,129.586,164.82,100.301,108.953,1.0454606863819,1.5274858275054,1.7871813456863,1.4777495855627,0.66143893094498,2.4378626992984
5624,VEQYIC,-4.17,85.984,2.729,174.694,60.919,67.841,70.905,82.854,1.738,2.34,2.366,47.496,80.351,75.516,161.054,152.85,106.927,110.071,0.16072130491846,1.730552704238,0.7597438985694,2.2132304915184,1.0796568840705,2.1053021190981
5625,WAWJAG,-4.52,59.204,2.729,179.892,74.71,61.193,160.481,89.468,1.736,2.215,2.38,160.244,108.298,78.095,154.382,158.482,109.699,108.687,0.0032722809702113,1.7359969159469,0.95769743803896,1.9972582750295,0.87296854888057,2.2141196699062
5626,WEWTIB,-3.68,59.338,2.729,173.857,82.271,60.618,43.263,147.264,1.74,2.193,2.339,31.55,11.532,136.135,148.164,161.404,107.956,104.15,0.1861978934524,1.7300087700569,1.1567849006367,1.8630882141378,0.7458910586787,2.2168823894341
5627,WIRLOB,-4.4,58.183,2.729,176.121,73.099,65.262,170.09,80.602,1.738,2.206,2.318,165.323,42.779,60.026,156.443,157.995,112.5,109.306,0.11757503211822,1.7340184865861,0.88165260138583,2.0221584236824,0.86852563437534,2.1491363899094
5628,WUGPEV,-4.16,54.153,2.729,170.255,81.253,56.109,143.868,57.323,1.745,2.255,2.427,138.784,121.302,46.398,146.055,159.492,107.727,107.336,0.29536480263726,1.7198211050464,1.2591848449174,1.8706893184947,0.85027071906483,2.2731847052761
5629,ZOXSEM,-4.32,86.732,2.729,171.43,89.663,66.948,98.39,154.584,1.743,2.053,2.395,111.494,169.069,161.276,147.354,151.846,108.58,106.443,0.25973769656371,1.7235386067576,1.1074846405574,1.7286661826187,1.13006412125,2.1116297217702
5630,ABEBOB,-2.67,36.852,2.73,152.361,91.365,31.209,30.196,133.568,1.811,2.258,2.476,0.708,30.326,37.323,134.418,172.349,106.433,109.649,0.84012135591809,1.6043432012292,1.6127829096888,1.5803465715519,0.32965126387517,2.453957221352
5631,AWOMAB,-4.03,52.896,2.73,171.744,65.831,72.631,57.543,161.744,1.744,2.233,2.317,46.088,151.583,170.281,162.697,150.759,106.935,107.943,0.25043187265287,1.7259258029126,0.66414972316246,2.131946093414,1.1318178545993,2.0217510588622
5632,BOGLAK,-2.69,84.668,2.73,151.138,41.867,69.71,102.994,89.455,1.818,2.35,2.643,133.959,97.445,91.32,172.742,137.103,100.311,111.503,0.87755159414636,1.5921768744744,0.29689307312555,2.3311702003779,1.7990438796635,1.9362050818664
5633,EKEHEI,-3.17,72.249,2.73,169.308,75.091,67.649,103.19,44.468,1.748,2.09,2.321,112.53,108.346,41.912,160.709,154.517,105.975,112.709,0.32430541732843,1.7176524666799,0.69046522576461,1.9726524711692,0.99859464224393,2.0951968261912
5634,FUSWOH,-4.17,86.211,2.73,164.212,73.698,48.181,101.872,134.651,1.761,2.269,2.394,72.042,14.433,95.943,150.435,169.869,109.279,105.54,0.47913061641934,1.694566272652,1.1195487199948,1.9735682566251,0.42110308670328,2.3566731191171
5635,GEQZAG,-1.57,69.319,2.73,148.469,59.82,69.607,104.402,146.697,1.834,2.126,2.64,177.573,114.558,129.663,165.987,136.331,105.774,101.124,0.95910829326452,1.563223362732,0.51479398232844,2.0627319641094,1.8228966283517,1.9096198266524
5636,GUTKAH,-3.73,45.932,2.73,164.176,65.962,66.17,46.202,141.562,1.762,2.207,2.312,23.598,124.889,167.53,162.031,155.041,111.553,112.253,0.48046793243941,1.6952269953895,0.68086474841066,2.0993504220048,0.97559374604433,2.0960822604753
5637,HUNPOV,-4.38,78.851,2.73,176.661,62.521,51.265,100.276,82.69,1.739,2.395,2.472,86.617,51.245,52.816,156.331,162.487,111.91,108.289,0.10128555656196,1.7360478783812,0.96147825061505,2.1935324418832,0.7438796370538,2.3574195819957
5638,LIZGIL,-3.7,48.551,2.73,172.392,63.943,51.458,65.239,147.431,1.743,2.286,2.49,44.299,80.777,148.286,161.135,160.406,99.217,104.994,0.23076411681855,1.7276564827502,0.73915393044227,2.1632030572999,0.83502876055453,2.3458105143099
5639,MEBQUI,-4.15,73.749,2.73,162.223,76.392,41.382,82.494,131.107,1.768,2.326,2.446,57.274,17.631,82.168,145.508,173.124,105.162,110.682,0.53979350971984,1.6835815890132,1.3171932420688,1.9171014482933,0.29283752462411,2.428407334895
5640,PUFGUU,-4.36,65.876,2.73,171.389,62.889,67.716,91.016,146.599,1.744,2.268,2.391,90.683,110.697,138.66,163.723,151.487,102.795,110.338,0.26112069348825,1.7243410287505,0.63567820562773,2.1770937551906,1.1413633253012,2.1009928033331
5641,RAVFOK01,-4.49,85.761,2.73,174.233,80.96,69.705,119.647,131.269,1.74,2.199,2.22,113.279,83.182,135.65,149.133,159.195,105.329,107.637,0.17484089032182,1.7311934216232,1.1281902584429,1.8875348316665,0.7885185587685,2.0752441982759
5642,TIQKAH,-3.86,47.037,2.73,156.029,79.456,37.933,134.754,66.054,1.793,2.317,2.441,161.466,159.994,104.271,141.762,172.75,103.865,107.916,0.7284496479316,1.6383559168961,1.4340595572894,1.8198797174943,0.30805168366056,2.4214840821682
5643,WOYPOR,-3.29,30.271,2.73,160.261,82.978,39.137,29.29,134.426,1.775,2.391,2.505,6.312,9.43,74.41,138.531,166.936,111.946,107.955,0.59948143364241,1.6707025500424,1.583355412752,1.7916100683209,0.56622843545103,2.4401660514987
5644,ZULWEK,-4.23,79.159,2.73,171.984,70.086,44.706,77.482,93.045,1.744,2.343,2.48,81.004,120.499,92.221,151.774,168.803,102.682,110.269,0.24320015566594,1.7269596649268,1.1081233472281,2.0643913503326,0.48157381088956,2.4327940037466
5645,CAPLIQ,-3.35,48.911,2.731,168.49,90.104,41.725,143.132,71.222,1.751,2.014,2.486,166.453,123.732,6.184,148.318,171.209,107.682,107.708,0.34939271984417,1.7157872033909,1.0577615305945,1.7138659645358,0.37993688116147,2.4567954669311
5646,CIQYEH,-4.23,53.958,2.731,173.628,75.935,59.401,139.576,56.082,1.742,2.226,2.334,148.581,147.535,15.755,152.37,163.377,112.272,106.108,0.19333286033585,1.7312384021602,1.0323297303943,1.9721489111484,0.66769447469115,2.2364570392625
5647,DEHCAX,-3.87,57.362,2.731,166.996,73.061,51.832,146.017,96.477,1.754,2.15,2.456,120.187,19.24,53.85,158.373,161.037,109.471,109.42,0.39468346221331,1.7090175436944,0.79240971607837,1.9986462523079,0.7980956135179,2.3227094936051
5648,GILSIF,-4.52,80.213,2.731,174.175,84.441,54.082,112.372,137.899,1.741,2.12,2.398,103.284,46.139,133.952,149.589,164.83,112.214,105.837,0.17669476228744,1.7320103813142,1.0731426125265,1.8283229838242,0.62751789932232,2.3144384385916
5649,HESDUF,-4.24,76.754,2.731,175.945,67.547,41.58,89.17,121.709,1.74,2.35,2.549,85.923,113.81,129.865,154.148,166.496,105.836,106.304,0.12304241951253,1.7356441348965,1.024712855016,2.1148199840093,0.59522526791214,2.4785293785709
5650,HIQLAV,-3.54,19.152,2.731,162.923,61.351,55.466,43.456,155.121,1.766,2.404,2.51,38.986,95.062,138.739,154.182,153.743,103.847,112.648,0.51859759382446,1.6881387785604,1.0469754669824,2.1640375162037,1.1104196340911,2.2510149346961
5651,JIFWIH,-3.99,79.936,2.731,177.121,77.283,64.826,61.242,77.283,1.738,2.2,2.306,57.653,117.864,65.539,152.697,159.396,109.02,109.02,0.087294329473675,1.7358063544191,1.0091313798392,1.9549050765252,0.81149753469184,2.1584966414588
5652,KAKDAD,-4.09,74.248,2.731,161.564,105.683,61.727,138.946,68.445,1.771,2.07,2.344,153.689,158.037,91.707,133.003,156.541,103.838,101.948,0.5600701978104,1.6801078458018,1.5138282419207,1.411815871126,0.93312936489082,2.1502570982044
5653,KEBJEH,-4.28,83.206,2.731,170.493,84.455,71.035,87.793,172.375,1.746,2.091,2.382,101.602,174.778,175.443,150.41,149.138,111.813,99.613,0.2883835063476,1.7220194404439,1.0325151065614,1.8182941331706,1.2218994206189,2.0447214494623
5654,LEJYOP,-4.19,13.418,2.731,167.547,59.506,53.462,164.563,58.728,1.753,2.405,2.436,170.728,104.635,27.643,157.101,161.005,112.189,111.62,0.37801460771641,1.7117575635449,0.93580443303203,2.2154672335915,0.79288302185644,2.3033524510269
5655,LEJYOP,-4.2,28.621,2.731,177.994,64.602,51.732,176.171,68.607,1.738,2.339,2.491,176.793,83.3,38.803,157.605,160.739,111.62,108.383,0.060837216999162,1.7369348960245,0.89113489201472,2.1625909470434,0.82171088114337,2.3515680359731
5656,NABRUF,-4.2,82.97,2.731,170.335,79.653,67.809,97.064,156.768,1.747,2.2,2.403,109.907,166.468,167.302,149.773,150.774,100.238,100.029,0.29329896666921,1.7222034479558,1.1075397754709,1.900882859555,1.1732785152687,2.0970995507149
5657,RATBOE,-3.16,21.116,2.731,162.803,67.108,45.638,41.716,149.262,1.767,2.237,2.53,17.926,98.738,155.08,157.978,160.348,105.616,107.62,0.5224277414496,1.6880042224366,0.83879128885361,2.0737883628141,0.8508552317283,2.3826341252153
5658,RERZAR,-3.5,78.864,2.731,160.794,56.859,66.586,87.126,68.958,1.774,2.252,2.402,113.747,129.972,84.388,170.081,149.509,107.061,107.223,0.58358486760063,1.6752625771226,0.387919983779,2.2183376853367,1.2187820355632,2.0698247147497
5659,ROBJEZ,-4.01,84.683,2.731,175.531,78.646,59.343,87.542,57.178,1.74,2.226,2.372,85.337,93.66,27.149,150.158,160.885,105.573,108.098,0.13558027814798,1.7347097705891,1.1076797102965,1.9308344463981,0.7767476318479,2.2412155443907
5661,XEPGEG,-3.72,48.709,2.731,164.463,68.31,63.076,53.723,158.131,1.762,2.396,2.46,58.473,100.74,139.588,149.507,150.758,106.703,104.857,0.4719703872569,1.6976124273675,1.2158096867852,2.0646120230008,1.2017085567429,2.1465079884899
5662,XUSBOC,-3.96,27.875,2.731,176.095,56.862,57.14,56.576,161.846,1.74,2.399,2.434,25.118,104.551,174.704,161.76,159.136,104.836,106.733,0.11849809732409,1.7359603108742,0.75088231702792,2.2784592921478,0.86687141463249,2.2743988107834
5663,YAPMEJ,-3.69,50.48,2.731,171.561,73.055,44.562,128.692,60.19,1.745,2.269,2.576,112.967,50.971,3.74,152.643,160.855,103.779,107.231,0.25608986736978,1.726106306063,1.0426811876588,2.0152361997797,0.84482485469491,2.4335256244572
5664,YIKQOY,-4.56,50.366,2.731,178.508,59.412,60.44,80.272,161.008,1.738,2.389,2.39,60.815,73.24,157.477,159.852,158.726,112.262,107.006,0.045252948294341,1.7374107662469,0.82288222899424,2.2428075791751,0.86715988799547,2.2271357678982
5665,ZIKBAZ,-4.68,89.827,2.731,174.8,76.895,60.454,109.385,137.218,1.741,2.203,2.434,115.212,173.861,140.214,152.791,155.982,108.542,107.593,0.15779132212433,1.7338347379904,1.0072945002473,1.9592260690823,0.99069549538642,2.2232585174516
5666,ACOYID,-4.4,76.772,2.732,165.475,80.295,51.443,84.825,155.453,1.759,2.333,2.48,88.147,104.241,167.215,143.284,159.456,109.336,103.93,0.44116144676404,1.7027793685293,1.3947817675521,1.8701531543979,0.87029794450613,2.3222793733288
5667,BEWDOX,-4.12,36.299,2.732,170.503,54.032,64.667,67.402,171.154,1.748,2.366,2.432,48.535,147.632,176.329,167.236,152.058,107.924,103.776,0.28841294479428,1.7240423351168,0.52273398336038,2.3075322712023,1.1395805347813,2.1484832335272
5668,DUPRIQ,-4.09,89.151,2.732,165.989,98.488,53.595,99.775,53.654,1.758,2.101,2.416,103.738,105.455,25.436,137.931,161.812,106.927,110.451,0.42562617085295,1.7056982038699,1.4077226789732,1.5596531214038,0.754120455157,2.2952904694425
5669,DUPWUH,-4.09,76.727,2.732,171.832,91.268,76.336,156.151,66.271,1.745,2.084,2.237,159.365,128.697,71.23,144.916,151.275,108.668,107.752,0.24792282269651,1.7272982585489,1.1978347660159,1.7053585761721,1.07511602227,1.9617070471042
5670,FEFVOC,-3.47,67.691,2.732,173.069,81.695,67.988,29.419,100.177,1.743,2.22,2.266,15.621,23.525,81.316,147.571,158.129,107.695,103.267,0.21033470293257,1.7302624982188,1.1904840555833,1.8738056765316,0.84412604788823,2.1029044712674
5671,FEPWIH,-3.11,32.83,2.732,163.852,48.293,63.184,50.797,144.156,1.764,2.426,2.546,57.25,144.001,146.945,166.065,147.291,96.961,98.713,0.4906027210105,1.6944040162066,0.58423168431609,2.3546017368212,1.3757883799505,2.1422703689295
5672,GAHFUS,-3.68,58.342,2.732,167.67,81.48,53.63,39.214,97.95,1.754,2.297,2.429,28.319,17.475,62.269,144.087,161.366,103.88,109.623,0.37455255735125,1.7135420571966,1.347319440393,1.8603599989086,0.77611813692186,2.3016693154189
5673,GAHFUS,-3.53,59.433,2.732,172.777,72.146,54.175,43.452,99.881,1.744,2.282,2.497,21.783,38.859,83.687,153.078,157.748,100.381,107.329,0.21927570778477,1.7301601555855,1.0332373458978,2.0346853779005,0.94556626867639,2.3110416334505
5674,GOGWUV,-4.16,42.952,2.732,172.174,69.51,39.202,60.391,137.48,1.744,2.367,2.539,49.93,75.804,156.468,151.265,169.709,112.441,108.676,0.23747201384654,1.7277566502953,1.137957087731,2.0755102183518,0.45358642044668,2.498155391321
5675,HECKOQ,-4.25,72.461,2.732,179.504,73.284,51.209,104.56,68.321,1.74,2.244,2.482,99.726,101.577,35.71,154.496,162.098,110.382,110.994,0.01506270143972,1.7399348019467,0.96620829857434,2.0253339289525,0.7629415692874,2.3618306801829
5676,HETJAU,-3.01,18.816,2.732,173.569,76.367,29.736,34.958,135.719,1.743,2.255,2.644,21.254,61.961,136.476,150.676,168.937,108.624,101.038,0.19522749691938,1.7320321083763,1.1043810642382,1.9660537797711,0.5073524940653,2.5948659785749
5677,NOQZID,-4.15,75.354,2.732,170.938,80.299,56.753,103.793,53.477,1.747,2.255,2.354,107.763,130.867,0.293,147.07,164.652,108.343,105.735,0.2751580115787,1.7251947915131,1.2258495686615,1.8927012006686,0.62305912815612,2.2700469869193
5678,OSOHIO,-1.65,57.371,2.732,141.271,97.894,47.964,138.972,73.705,1.885,2.155,2.186,165.937,131.383,117.213,128.254,167.716,111.873,111.174,1.1793268525431,1.4705145952594,1.6922648408603,1.3342656063873,0.46508797233367,2.1359515860596
5679,OXOJUH,-4.46,87.909,2.732,170.676,65.046,53.277,107.218,119.928,1.747,2.321,2.423,84.205,1.77,95.83,157.384,163.027,104.888,108.289,0.28304401358166,1.7239185266061,0.89254778362862,2.1425217511007,0.70732464182343,2.3174599998855
5680,QEKKEX,-3.02,67.194,2.732,141.797,98.886,12.604,63.465,121.356,1.882,2.502,2.704,74.064,81.791,92.518,121.994,154.891,108.757,104.333,1.1639220378192,1.478921732168,2.121955168474,1.3256357957549,1.1474198592553,2.4484778264437
5681,SITXEB,-4.63,68.629,2.732,176.647,71.973,55.333,136.766,105.311,1.741,2.276,2.457,139.65,166.147,103.776,153.936,159.541,106.549,107.741,0.10182672504009,1.7380196541086,1.0000171260204,2.044539495257,0.85881246573327,2.3020187116314
5682,TCYMBP10,-4.11,55.064,2.732,161.77,86.398,55.076,146.825,60.071,1.771,2.265,2.275,164.604,167.196,61.558,140.384,171.554,107.555,110.764,0.55402596766454,1.6821106465252,1.4442526357475,1.7448092515047,0.33414567579463,2.2503270134244
5683,XAYYUS,-4.46,82.339,2.732,176.874,70.19,53.831,118.411,117.276,1.74,2.286,2.478,121.649,168.492,120.315,155.099,159.649,101.849,105.872,0.094885556405727,1.7374109275544,0.9625240586592,2.0734858177721,0.86177491681564,2.3233226191701
5684,YOYVAK01,-3.75,49.477,2.732,166.817,78.797,44.811,54.214,150.237,1.755,2.237,2.443,29.055,21.673,149.169,148.252,171.054,105.602,111.189,0.40024879839596,1.7087498059642,1.1770741458621,1.9022790161128,0.37989510270693,2.4132817305361
5685,ACOYUO,-3.97,30.624,2.733,165.566,99.168,21.661,145.648,92.577,1.76,2.07,2.638,169.122,169.548,133.783,138.334,174.825,108.785,108.084,0.43870571740648,1.7044463304883,1.3761094492227,1.546357909334,0.23794241643779,2.6272471156059
5686,AJESUE,-4.46,83.543,2.733,163.677,59.337,80.1,131.739,114.51,1.765,2.253,2.35,155.979,82.737,102.618,167.599,142.516,112.712,110.591,0.4960567391134,1.6938573468802,0.48383709700283,2.2004341988716,1.4300686691873,1.8647797728978
5687,AKIQEQ,-4.08,90.0,2.733,161.603,52.898,52.898,101.194,101.194,1.773,2.49,2.49,127.621,180.0,127.621,156.374,156.374,103.973,105.5,0.55955765372474,1.6823864693221,0.99790441061092,2.2812905968515,0.99790441061092,2.2812905968515
5688,BEHLOS,-3.77,53.773,2.733,156.165,66.252,42.082,68.224,129.143,1.795,2.478,2.49,81.387,116.171,170.331,145.464,162.795,109.289,108.313,0.7253669278542,1.6419098087213,1.404837520452,2.0413024129536,0.73652061757676,2.3785788571927
5689,DUDPUN,-3.62,20.691,2.733,156.254,36.574,75.606,70.852,171.245,1.795,2.457,2.53,142.349,165.787,169.354,173.403,138.326,100.378,107.977,0.72281560460603,1.6430345710721,0.28227278273666,2.4407316681942,1.6821754254598,1.8897581427207
5690,EXEBOA,-4.31,51.915,2.733,174.946,74.128,61.844,165.335,69.307,1.743,2.261,2.408,158.592,105.564,56.968,152.625,156.264,112.154,104.487,0.15354887957916,1.7362234134984,1.0396357424506,2.007804403576,0.9692754443254,2.2043069461914
5691,FIJGEM,-3.82,49.726,2.733,179.455,79.398,44.331,133.336,65.266,1.74,2.151,2.547,133.107,92.897,4.947,153.357,164.178,109.516,111.248,0.016550707712143,1.739921283873,0.96457296635814,1.9226024010624,0.69443876589611,2.4505027648262
5692,HETNEZ,-3.57,82.666,2.733,151.297,61.27,96.893,47.981,114.019,1.82,2.368,2.371,60.266,109.174,113.89,151.12,128.544,108.037,108.169,0.87409035177213,1.5963602528687,1.1436889654265,2.073499349014,1.8544299198963,1.4774067389156
5693,JISJED,-2.56,66.709,2.733,143.392,57.944,88.729,54.116,132.037,1.871,2.445,2.587,80.741,118.788,125.79,146.089,126.086,106.004,104.235,1.1157464589317,1.5019157231288,1.3640763793187,2.0291181905904,2.090642212015,1.5237401817045
5694,KAKWAW,-3.99,8.158,2.733,179.332,60.682,47.918,166.179,60.635,1.74,2.391,2.513,171.89,119.638,5.29,158.585,163.153,108.449,108.42,0.020285851386632,1.7398817443245,0.87300316732087,2.2259259803164,0.72831010426662,2.4051472703398
5695,MEZBAX,-3.96,83.607,2.733,148.736,84.96,95.168,132.404,118.83,1.835,2.194,2.415,173.888,143.009,132.283,138.98,127.772,105.93,105.634,0.95233222148522,1.568530630852,1.4399714165917,1.6553302750204,1.9089474747783,1.4792378235218
5696,MOBXIL,-4.66,84.625,2.733,173.156,82.026,53.53,93.511,149.864,1.745,2.207,2.409,86.212,64.215,161.175,147.899,164.624,110.709,107.496,0.20794550077133,1.7325656318619,1.17282929546,1.8695776110424,0.63875178196462,2.3227735922894
5697,NINZIW,-4.25,69.948,2.733,175.973,83.842,69.04,158.472,96.91,1.741,2.135,2.247,155.597,115.198,95.448,149.703,158.599,105.449,104.577,0.12226443567645,1.7367015885778,1.0770699578144,1.8434058983234,0.81991464800818,2.0920681083515
5698,OGUHEE,-3.4,84.917,2.733,164.962,95.343,69.832,88.934,32.825,1.762,2.158,2.292,85.896,77.296,13.143,138.21,153.13,100.04,103.943,0.45716784057361,1.7016584750017,1.4380962712813,1.6089882269696,1.0359099757797,2.0445426192868
5701,QUQVIJ,-3.78,68.763,2.733,174.953,68.386,59.725,50.43,93.161,1.743,2.361,2.367,36.493,42.107,75.851,152.896,160.888,104.807,102.814,0.15333675872793,1.7362421600753,1.0756882561497,2.1017173396015,0.77499320200452,2.236531809934
5702,VIBMEZ,-3.92,31.702,2.733,164.34,42.101,65.337,64.259,145.593,1.764,2.453,2.475,53.367,171.681,159.485,173.178,148.598,105.069,105.042,0.47615351142832,1.6985210724493,0.29138017152808,2.4356326889825,1.2895725795149,2.1124932099685
5703,VUPHEV,-4.38,59.895,2.733,158.713,86.737,36.818,122.678,70.491,1.784,2.345,2.47,133.89,150.32,83.533,137.125,174.113,107.074,109.764,0.64766305152983,1.6622841428838,1.5955407484147,1.7185094472095,0.253340102786,2.4569735025678
5704,WUGPEV,-4.24,61.374,2.733,166.337,86.216,51.974,130.323,55.874,1.758,2.263,2.433,129.561,126.061,45.349,141.618,162.46,106.334,108.635,0.41525840652033,1.7082518713042,1.4051001964914,1.773939806707,0.73323697192143,2.3198820105789
5705,YEQNOA,-4.21,53.963,2.733,168.493,49.163,60.652,77.755,130.984,1.753,2.448,2.455,29.885,67.343,111.955,165.271,153.923,105.968,109.607,0.34970185626402,1.7177652958788,0.62239785616537,2.3675567382094,1.0791655686774,2.2050910809717
5706,YIPWOK,-3.97,55.349,2.733,174.861,78.532,61.145,150.202,53.086,1.742,2.238,2.353,150.821,158.674,44.852,149.741,160.255,101.753,104.797,0.1560348766895,1.7349977283145,1.1277498230944,1.9330867379687,0.79492477524658,2.2146565426041
5707,ZEHMOR,-4.36,73.82,2.733,176.724,62.744,52.458,129.581,106.111,1.741,2.361,2.499,133.155,135.832,102.215,158.239,159.668,106.083,102.729,0.099490903051755,1.7381549298638,0.87530710412715,2.1927513478424,0.86830107417201,2.3432998622865
5708,ZITVON,-4.33,44.813,2.733,166.356,84.473,42.881,146.282,67.216,1.758,2.247,2.456,158.422,174.714,48.411,143.387,172.731,106.662,107.882,0.41469190592584,1.7083894822784,1.34012655849,1.8036268481118,0.3107525800908,2.4362612409113
5709,BPODCU01,-4.09,27.642,2.734,170.313,76.02,29.873,153.224,81.963,1.75,2.313,2.603,144.767,118.703,4.367,148.177,173.511,108.513,105.889,0.29446502086257,1.7250479273018,1.2196377801765,1.9653123632558,0.29417143228729,2.5863240648507
5710,DAYMUM,-2.72,81.072,2.734,148.506,72.75,49.778,97.495,138.757,1.837,2.276,2.31,44.613,1.634,53.361,144.843,162.918,110.878,106.906,0.95966583557009,1.5664004864783,1.3105638016713,1.8608058796524,0.67853949123477,2.2080951426138
5711,ESOHEZ,-2.77,22.059,2.734,169.467,86.965,22.009,30.609,132.309,1.752,2.104,2.655,3.834,53.05,133.472,147.529,174.595,110.851,105.751,0.32026877008065,1.7224784221903,1.1295800782616,1.7750675611916,0.25008823510785,2.6431952017701
5712,GAVZIM,-4.17,23.507,2.734,166.162,68.599,39.132,162.671,75.687,1.76,2.41,2.508,146.228,110.376,8.032,149.247,171.216,109.057,106.584,0.42095237485842,1.7089175223226,1.2323247819354,2.0711049301829,0.38299634116484,2.4785838300639
5713,HESJEX,-4.22,34.575,2.734,163.949,84.666,37.986,155.621,66.224,1.766,2.32,2.52,155.87,155.37,74.229,140.46,169.701,101.398,110.634,0.48828643096979,1.6971541949189,1.4769508850755,1.789138363312,0.45053830850048,2.479398159347
5714,HIGCOQ,-3.76,51.08,2.734,171.028,74.579,34.811,53.499,111.592,1.748,2.325,2.559,51.572,75.379,109.782,148.916,173.387,104.351,105.593,0.27260369535988,1.7266126448269,1.2003840007039,1.9911562597782,0.29470093132165,2.5419741070826
5715,HOSHIG,-4.55,67.974,2.734,175.703,66.83,46.229,131.631,107.388,1.743,2.369,2.512,129.529,142.996,104.181,153.975,164.858,110.802,102.715,0.13059691430651,1.7381005281553,1.0394302054207,2.1287897613571,0.65616496348194,2.4247869062453
5716,ITEWOT,-4.29,55.322,2.734,167.462,49.652,67.476,92.649,148.005,1.756,2.411,2.462,106.422,137.034,143.905,167.901,148.28,105.96,103.74,0.38120489548296,1.7141233408538,0.50534921007479,2.3574442041916,1.2944423132804,2.094245233393
5717,ITEWOT,-3.64,39.086,2.734,171.086,65.05,57.345,51.466,157.167,1.749,2.25,2.45,24.024,117.562,177.695,162.616,157.508,103.74,105.96,0.2710106733888,1.7278756364129,0.67224218946803,2.1472285483151,0.93725835525746,2.2636357426715
5718,JEVYIT,-4.71,77.105,2.734,177.5,72.896,61.396,133.165,114.291,1.742,2.274,2.379,132.734,154.313,114.404,153.364,158.634,105.85,105.843,0.075984972790415,1.7403420019956,1.0194815289758,2.0326665767108,0.86672732052996,2.2154965023324
5719,LAQHUG,-3.57,42.019,2.734,173.478,76.656,50.529,37.444,144.597,1.745,2.241,2.433,19.415,30.865,158.321,151.166,166.446,101.211,108.066,0.19820531828462,1.7337069105831,1.0807751378272,1.9631622707903,0.57020200904232,2.3652396641533
5720,LIDSUN,-4.12,46.182,2.734,166.503,75.98,30.751,142.57,96.911,1.759,2.301,2.572,124.279,81.076,24.997,147.965,175.408,106.165,100.766,0.41054083819371,1.7104201881921,1.2205360166018,1.9506134502197,0.20591366918319,2.5637440513521
